Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-12-01 00:21:00,96584.0,96595.77,96569.72,96569.72,4.87187,2024-12-01 00:21:59.999,470563.064497,1925,1.96105,189415.1476293,0
2024-12-01 00:22:00,96569.73,96572.0,96548.06,96565.05,5.23909,2024-12-01 00:22:59.999,505910.7979432,2428,1.76905,170818.0144499,0
2024-12-01 00:23:00,96565.05,96565.05,96524.02,96544.0,3.98717,2024-12-01 00:23:59.999,384916.8683911,2673,1.79032,172833.3145138,0
2024-12-01 00:24:00,96543.99,96555.16,96528.46,96555.15,4.43664,2024-12-01 00:24:59.999,428308.8474796,2104,3.09722,299003.7551789,0
2024-12-01 00:25:00,96555.16,96608.0,96555.15,96608.0,6.06357,2024-12-01 00:25:59.999,585688.7819162,2077,3.83582,370487.6692073,0
2024-12-01 00:26:00,96608.0,96608.0,96548.95,96548.95,8.88091,2024-12-01 00:26:59.999,857769.2055813,3055,1.42502,137617.3800682,0
2024-12-01 00:27:00,96548.95,96584.0,96525.39,96584.0,11.74625,2024-12-01 00:27:59.999,1134217.8195005,2325,3.0293,292447.6729674,0
2024-12-01 00:28:00,96584.0,96604.0,96572.01,96604.0,3.97435,2024-12-01 00:28:59.999,383847.2672073,1391,1.83875,177584.6410122,0
2024-12-01 00:29:00,96604.0,96604.0,96601.4,96601.41,2.5824,2024-12-01 00:29:59.999,249466.8383833,365,0.97667,94349.1677901,0
2024-12-01 00:30:00,96601.4,96616.0,96601.4,96616.0,5.08066,2024-12-01 00:30:59.999,490838.4343312,881,4.01399,387789.7524626,0
2024-12-01 00:31:00,96616.0,96616.0,96602.5,96610.47,4.88603,2024-12-01 00:31:59.999,472045.6992851,1168,1.92316,185798.0656611,0
2024-12-01 00:32:00,96610.47,96616.0,96584.08,96616.0,5.57802,2024-12-01 00:32:59.999,538838.2862945,1930,2.36059,228033.8840967,0
2024-12-01 00:33:00,96616.0,96642.67,96615.99,96642.67,5.91282,2024-12-01 00:33:59.999,571349.8169142,823,4.1332,399383.0945535,0
2024-12-01 00:34:00,96642.67,96672.49,96642.66,96672.49,12.2835,2024-12-01 00:34:59.999,1187194.1668664,1110,11.04664,1067648.3248455,0
2024-12-01 00:35:00,96672.49,96672.49,96647.29,96654.65,10.04251,2024-12-01 00:35:59.999,970661.4867391,1653,3.95154,381913.4580103,0
2024-12-01 00:36:00,96654.65,96654.66,96608.0,96608.0,14.03945,2024-12-01 00:36:59.999,1356771.946848,4325,2.21574,214115.6415306,0
2024-12-01 00:37:00,96608.01,96632.0,96532.0,96539.47,18.19344,2024-12-01 00:37:59.999,1757023.3958508,5665,4.2165,407285.7590553,0
2024-12-01 00:38:00,96539.47,96539.48,96488.01,96488.02,24.14398,2024-12-01 00:38:59.999,2330428.6145242,3293,8.76604,846107.4880334,0
2024-12-01 00:39:00,96488.02,96501.15,96481.0,96487.82,5.57965,2024-12-01 00:39:59.999,538384.0684551,1837,2.0165,194570.6021547,0
2024-12-01 00:40:00,96487.81,96500.0,96440.0,96447.6,7.29725,2024-12-01 00:40:59.999,703953.7833381,3419,2.60521,251329.559102,0
2024-12-01 00:41:00,96447.6,96447.61,96376.0,96376.0,8.16352,2024-12-01 00:41:59.999,787101.3279595,5460,1.54406,148889.0802121,0
2024-12-01 00:42:00,96376.0,96376.01,96340.02,96365.07,13.17412,2024-12-01 00:42:59.999,1269470.0257463,2933,2.81697,271426.8676925,0
2024-12-01 00:43:00,96365.08,96365.08,96325.18,96325.18,12.84944,2024-12-01 00:43:59.999,1237914.4726706,2280,3.21908,310181.5537161,0
2024-12-01 00:44:00,96325.19,96325.19,96260.0,96272.27,16.47725,2024-12-01 00:44:59.999,1586455.3631073,5000,5.34597,514654.7830055,0
2024-12-01 00:45:00,96272.26,96370.53,96272.26,96370.08,8.24499,2024-12-01 00:45:59.999,794125.7823239,3975,6.24006,601042.1447738,0
2024-12-01 00:46:00,96370.07,96379.78,96329.16,96341.36,14.63446,2024-12-01 00:46:59.999,1410079.414849,3481,5.25337,506138.2985915,0
2024-12-01 00:47:00,96341.37,96372.93,96315.0,96340.01,17.42291,2024-12-01 00:47:59.999,1678505.1634896,4193,11.57804,1115378.1562366,0
2024-12-01 00:48:00,96340.0,96372.0,96264.11,96333.45,20.43801,2024-12-01 00:48:59.999,1968577.3364613,5599,9.04486,871274.2733611,0
2024-12-01 00:49:00,96333.46,96415.48,96304.0,96415.21,14.13344,2024-12-01 00:49:59.999,1361834.5441099,3815,10.64719,1025921.7774917,0
2024-12-01 00:50:00,96415.21,96415.21,96350.56,96391.38,8.7836,2024-12-01 00:50:59.999,846584.1940516,4049,5.36516,517092.7599936,0
2024-12-01 00:51:00,96391.39,96415.98,96378.04,96378.04,7.36865,2024-12-01 00:51:59.999,710320.192745,3611,2.02248,194961.3948727,0
2024-12-01 00:52:00,96378.05,96381.56,96312.08,96368.02,11.00991,2024-12-01 00:52:59.999,1060642.1008961,5744,3.79968,366020.162489,0
2024-12-01 00:53:00,96368.01,96438.89,96368.01,96404.64,8.80686,2024-12-01 00:53:59.999,849121.7140941,2806,5.30704,511653.7131006,0
2024-12-01 00:54:00,96404.64,96443.99,96401.06,96436.01,14.50775,2024-12-01 00:54:59.999,1398785.9673238,1702,5.54611,534763.907782,0
2024-12-01 00:55:00,96436.01,96436.02,96374.21,96379.09,7.091,2024-12-01 00:55:59.999,683520.2359696,3208,2.19541,211595.8676327,0
2024-12-01 00:56:00,96379.08,96428.0,96379.08,96407.51,5.30956,2024-12-01 00:56:59.999,511916.7156255,1539,1.26775,122216.423606,0
2024-12-01 00:57:00,96407.52,96407.52,96333.33,96333.33,8.86942,2024-12-01 00:57:59.999,854793.9570518,3694,0.91625,88309.5750853,0
2024-12-01 00:58:00,96333.33,96351.92,96285.52,96297.85,12.48953,2024-12-01 00:58:59.999,1203062.548391,4684,5.9007,568399.5735457,0
2024-12-01 00:59:00,96297.84,96340.61,96297.84,96340.6,20.40787,2024-12-01 00:59:59.999,1965638.9096557,2298,16.40187,1579803.8142379,0
2024-12-01 01:00:00,96340.61,96371.39,96322.0,96353.74,16.41725,2024-12-01 01:00:59.999,1581799.4300675,4185,9.87171,951136.6598735,0
2024-12-01 01:01:00,96353.75,96390.15,96324.01,96390.15,5.01047,2024-12-01 01:01:59.999,482753.0117956,2682,2.87751,277249.3504959,0
2024-12-01 01:02:00,96390.15,96414.49,96350.0,96350.01,13.86741,2024-12-01 01:02:59.999,1336614.5474728,4777,3.41857,329511.4299745,0
2024-12-01 01:03:00,96350.0,96366.97,96343.65,96343.65,6.51289,2024-12-01 01:03:59.999,627563.7765797,2154,2.83216,272893.6613634,0
2024-12-01 01:04:00,96343.66,96343.66,96162.0,96180.0,52.47617,2024-12-01 01:04:59.999,5049641.8012061,9519,9.74174,936989.6435344,0
2024-12-01 01:05:00,96179.99,96207.52,96153.84,96168.0,13.40146,2024-12-01 01:05:59.999,1288928.3757309,4452,5.49574,528565.6947682,0
2024-12-01 01:06:00,96168.0,96195.63,96153.09,96174.6,11.75433,2024-12-01 01:06:59.999,1130482.3114322,2758,3.68464,354355.1509646,0
2024-12-01 01:07:00,96174.6,96216.92,96151.67,96216.92,10.35924,2024-12-01 01:07:59.999,996339.3347816,4632,6.77237,651364.3107543,0
2024-12-01 01:08:00,96216.92,96232.52,96212.56,96232.52,6.83091,2024-12-01 01:08:59.999,657286.7488383,2119,3.40177,327308.5406954,0
2024-12-01 01:09:00,96232.52,96250.97,96212.56,96212.56,16.7865,2024-12-01 01:09:59.999,1615507.6905017,1978,8.75803,842935.001281,0
2024-12-01 01:10:00,96212.56,96269.85,96208.0,96216.01,9.61283,2024-12-01 01:10:59.999,925178.414757,4332,4.90019,471597.1875831,0
2024-12-01 01:11:00,96216.01,96269.84,96216.01,96264.27,5.21862,2024-12-01 01:11:59.999,502252.3930222,2857,1.59379,153388.0410653,0
2024-12-01 01:12:00,96264.26,96279.58,96204.27,96215.24,7.90843,2024-12-01 01:12:59.999,761192.9898633,4868,1.59288,153300.3943864,0
2024-12-01 01:13:00,96215.23,96247.4,96200.0,96200.01,5.81836,2024-12-01 01:13:59.999,559870.0456171,3522,1.59714,153676.9776357,0
2024-12-01 01:14:00,96200.0,96260.0,96200.0,96251.52,3.92171,2024-12-01 01:14:59.999,377389.0362809,2145,2.37016,228070.9892831,0
2024-12-01 01:15:00,96251.51,96259.92,96188.88,96188.88,7.00814,2024-12-01 01:15:59.999,674416.4116376,3593,1.9913,191640.8269816,0
2024-12-01 01:16:00,96188.88,96211.44,96175.87,96192.0,10.36393,2024-12-01 01:16:59.999,996951.1677406,3483,2.61929,251940.798442,0
2024-12-01 01:17:00,96191.99,96201.29,96170.22,96178.93,10.12437,2024-12-01 01:17:59.999,973823.2237893,3114,3.49863,336518.7016677,0
2024-12-01 01:18:00,96178.94,96179.83,96170.23,96179.82,8.25037,2024-12-01 01:18:59.999,793456.9996919,1050,1.16143,111697.9048709,0
2024-12-01 01:19:00,96179.82,96235.14,96168.98,96201.86,13.96067,2024-12-01 01:19:59.999,1343142.1903839,4416,6.85319,659306.5152667,0
2024-12-01 01:20:00,96201.87,96264.0,96194.88,96260.89,3.82108,2024-12-01 01:20:59.999,367698.6173875,3157,2.65303,255296.5054815,0
2024-12-01 01:21:00,96260.89,96356.0,96260.89,96354.08,10.68628,2024-12-01 01:21:59.999,1029388.2198946,2344,3.92222,377800.2701681,0
2024-12-01 01:22:00,96354.08,96354.08,96308.01,96330.28,15.14725,2024-12-01 01:22:59.999,1459138.8648908,3705,10.25198,987548.509508,0
2024-12-01 01:23:00,96330.28,96424.58,96330.28,96424.57,23.84199,2024-12-01 01:23:59.999,2298015.3453202,3455,15.48752,1492666.0190279,0
2024-12-01 01:24:00,96424.58,96458.12,96419.08,96419.08,28.43607,2024-12-01 01:24:59.999,2742406.5960013,2590,16.10061,1552710.8595365,0
2024-12-01 01:25:00,96419.09,96443.72,96410.58,96438.69,14.86965,2024-12-01 01:25:59.999,1433822.662854,2237,12.17163,1173654.2491006,0
2024-12-01 01:26:00,96438.69,96438.69,96412.0,96428.57,8.73163,2024-12-01 01:26:59.999,841992.9451374,1616,0.91171,87909.8237423,0
2024-12-01 01:27:00,96428.58,96455.99,96418.11,96455.99,5.66177,2024-12-01 01:27:59.999,545948.297963,1567,1.77024,170704.6162844,0
2024-12-01 01:28:00,96455.99,96467.99,96441.61,96441.62,9.24923,2024-12-01 01:28:59.999,892139.283284,1850,3.17585,306316.6671539,0
2024-12-01 01:29:00,96441.62,96441.62,96428.57,96431.99,6.04596,2024-12-01 01:29:59.999,583020.1862852,785,3.59621,346790.2539865,0
2024-12-01 01:30:00,96431.98,96471.99,96420.0,96420.01,10.09618,2024-12-01 01:30:59.999,973808.5860942,3464,4.21591,406639.7999849,0
2024-12-01 01:31:00,96420.0,96451.29,96420.0,96451.27,6.6447,2024-12-01 01:31:59.999,640807.8306715,1990,2.82743,272658.84098,0
2024-12-01 01:32:00,96451.28,96458.15,96436.47,96452.58,4.49988,2024-12-01 01:32:59.999,434009.4953801,1990,1.60359,154657.5930778,0
2024-12-01 01:33:00,96452.57,96487.61,96452.57,96487.6,12.85298,2024-12-01 01:33:59.999,1240035.7317889,2009,11.00928,1062164.5735109,0
2024-12-01 01:34:00,96487.61,96497.67,96456.0,96466.21,9.30998,2024-12-01 01:34:59.999,898231.0474649,3075,3.13882,302830.6484784,0
2024-12-01 01:35:00,96466.22,96490.0,96466.21,96490.0,6.11704,2024-12-01 01:35:59.999,590148.525579,1177,4.01503,387371.7617827,0
2024-12-01 01:36:00,96490.0,96500.0,96477.51,96477.52,17.10204,2024-12-01 01:36:59.999,1650308.0586835,1182,2.53515,244631.7116149,0
2024-12-01 01:37:00,96477.52,96477.52,96457.68,96462.0,5.14747,2024-12-01 01:37:59.999,496587.0357488,1094,1.88196,181562.3333375,0
2024-12-01 01:38:00,96462.01,96462.01,96380.11,96380.12,7.1543,2024-12-01 01:38:59.999,689775.8231795,3113,4.13048,398197.7891765,0
2024-12-01 01:39:00,96380.11,96421.04,96380.11,96421.04,4.4261,2024-12-01 01:39:59.999,426640.7194163,1589,1.9847,191317.7298014,0
2024-12-01 01:40:00,96421.04,96424.46,96399.55,96399.55,6.40715,2024-12-01 01:40:59.999,617711.9993643,1135,1.00062,96471.4975052,0
2024-12-01 01:41:00,96399.56,96462.0,96399.55,96462.0,7.36776,2024-12-01 01:41:59.999,710531.887371,2144,2.77008,267146.6489141,0
2024-12-01 01:42:00,96462.0,96477.11,96428.57,96455.97,6.45411,2024-12-01 01:42:59.999,622541.8858563,2584,3.00728,290057.9544475,0
2024-12-01 01:43:00,96455.98,96471.86,96445.4,96471.85,4.04206,2024-12-01 01:43:59.999,389909.1528905,1239,3.44524,332342.4551228,0
2024-12-01 01:44:00,96471.86,96471.86,96437.34,96437.34,3.79179,2024-12-01 01:44:59.999,365745.5705876,1357,0.82017,79119.0002227,0
2024-12-01 01:45:00,96437.34,96449.5,96428.0,96449.5,3.896,2024-12-01 01:45:59.999,375712.683665,2419,2.37829,229349.1894448,0
2024-12-01 01:46:00,96449.49,96486.76,96440.7,96486.75,36.96426,2024-12-01 01:46:59.999,3565567.0106202,2108,3.07488,296598.508377,0
2024-12-01 01:47:00,96486.75,96516.0,96400.0,96400.01,78.43778,2024-12-01 01:47:59.999,7565453.5522185,4335,12.58391,1214090.9748566,0
2024-12-01 01:48:00,96400.0,96447.62,96388.0,96413.82,10.60171,2024-12-01 01:48:59.999,1022248.6104607,3768,5.51807,532081.753965,0
2024-12-01 01:49:00,96413.81,96413.82,96340.3,96390.42,25.14219,2024-12-01 01:49:59.999,2422950.3560814,2449,2.29725,221398.8039801,0
2024-12-01 01:50:00,96390.42,96403.39,96390.41,96399.99,4.18945,2024-12-01 01:50:59.999,403852.9549457,939,2.2864,220398.478332,0
2024-12-01 01:51:00,96399.99,96399.99,96344.0,96344.0,6.29486,2024-12-01 01:51:59.999,606630.2109918,1775,0.91318,87997.5013885,0
2024-12-01 01:52:00,96344.0,96344.0,96288.0,96288.0,11.95489,2024-12-01 01:52:59.999,1151503.9854866,2485,1.43381,138102.9279762,0
2024-12-01 01:53:00,96288.0,96288.01,96168.0,96179.04,17.93837,2024-12-01 01:53:59.999,1725984.5237759,5034,5.1419,494587.8667006,0
2024-12-01 01:54:00,96179.04,96200.0,96172.06,96200.0,8.78152,2024-12-01 01:54:59.999,844618.9804775,2843,5.89771,567247.6878968,0
2024-12-01 01:55:00,96200.0,96200.0,96172.83,96199.43,12.56457,2024-12-01 01:55:59.999,1208577.3065414,2370,7.46276,717812.9462874,0
2024-12-01 01:56:00,96199.43,96203.93,96084.0,96084.01,23.33414,2024-12-01 01:56:59.999,2243040.6260029,4608,2.90597,279471.8882794,0
2024-12-01 01:57:00,96084.01,96084.01,96044.21,96055.98,28.87885,2024-12-01 01:57:59.999,2774272.07238,4779,7.43436,714209.6718312,0
2024-12-01 01:58:00,96055.99,96104.72,96053.0,96076.02,9.71309,2024-12-01 01:58:59.999,933160.3876478,4257,7.1101,683071.3667488,0
2024-12-01 01:59:00,96076.02,96110.0,96076.02,96106.62,4.63502,2024-12-01 01:59:59.999,445406.6311458,2248,3.39526,326272.2628951,0
2024-12-01 02:00:00,96106.62,96106.62,96036.5,96074.12,82.00669,2024-12-01 02:00:59.999,7877809.8724107,6065,10.0284,963408.430627,0
2024-12-01 02:01:00,96074.12,96163.43,96074.12,96163.43,12.64292,2024-12-01 02:01:59.999,1215198.5206623,4021,8.30784,798446.5124309,0
2024-12-01 02:02:00,96163.43,96216.0,96163.42,96197.8,9.21395,2024-12-01 02:02:59.999,886356.3547003,2846,6.18045,594523.2079853,0
2024-12-01 02:03:00,96197.79,96197.8,96133.91,96144.0,6.12167,2024-12-01 02:03:59.999,588749.7367371,3251,1.9782,190257.6832496,0
2024-12-01 02:04:00,96144.01,96172.0,96120.0,96172.0,11.04181,2024-12-01 02:04:59.999,1061550.019567,3782,5.30198,509739.3498689,0
2024-12-01 02:05:00,96172.0,96174.61,96140.0,96167.66,6.50178,2024-12-01 02:05:59.999,625190.5390504,3104,1.13233,108884.4004654,0
2024-12-01 02:06:00,96167.65,96167.66,96111.11,96135.77,30.97832,2024-12-01 02:06:59.999,2978137.7751774,3202,6.1368,589919.3494063,0
2024-12-01 02:07:00,96135.77,96171.14,96135.77,96154.33,10.47467,2024-12-01 02:07:59.999,1007183.7253436,1804,8.37895,805671.453836,0
2024-12-01 02:08:00,96154.33,96206.35,96154.33,96195.61,3.58237,2024-12-01 02:08:59.999,344555.1979749,3377,2.33165,224247.9091397,0
2024-12-01 02:09:00,96195.6,96207.2,96156.0,96183.48,4.53088,2024-12-01 02:09:59.999,435781.9641668,3440,2.14345,206153.9619165,0
2024-12-01 02:10:00,96183.48,96518.88,96058.52,96289.35,950.34195,2024-12-01 02:10:59.999,91456069.2701471,30319,511.24682,49200461.1196064,0
2024-12-01 02:11:00,96289.36,96379.99,96234.37,96310.27,77.36102,2024-12-01 02:11:59.999,7450300.7981485,7930,42.95787,4136784.7404213,0
2024-12-01 02:12:00,96310.26,96363.28,96150.0,96183.15,21.84585,2024-12-01 02:12:59.999,2103188.035551,7820,9.88215,951367.3238658,0
2024-12-01 02:13:00,96183.16,96185.97,96084.0,96174.45,15.42779,2024-12-01 02:13:59.999,1483140.6909208,9093,5.16822,496789.6498498,0
2024-12-01 02:14:00,96174.45,96219.99,96140.01,96151.97,12.94998,2024-12-01 02:14:59.999,1245733.5004965,7578,5.74711,552831.3998513,0
2024-12-01 02:15:00,96151.98,96151.98,96072.56,96137.51,12.33045,2024-12-01 02:15:59.999,1185086.6325162,7901,5.87767,564848.867094,0
2024-12-01 02:16:00,96137.51,96137.51,96054.18,96080.0,6.21833,2024-12-01 02:16:59.999,597472.0952169,4585,2.20179,211550.237766,0
2024-12-01 02:17:00,96080.0,96115.83,96061.01,96087.34,11.12411,2024-12-01 02:17:59.999,1068943.2441171,5972,4.83659,464729.8550972,0
2024-12-01 02:18:00,96087.34,96149.57,96079.36,96149.57,13.73106,2024-12-01 02:18:59.999,1319660.6407313,4360,9.05907,870639.7657445,0
2024-12-01 02:19:00,96149.57,96250.0,96149.57,96215.24,9.07997,2024-12-01 02:19:59.999,873542.5636752,4835,5.74846,553013.0607257,0
2024-12-01 02:20:00,96215.24,96216.05,96151.45,96158.41,13.63489,2024-12-01 02:20:59.999,1311556.8600507,4144,1.90597,183327.1035994,0
2024-12-01 02:21:00,96158.4,96158.4,96111.11,96158.11,16.09674,2024-12-01 02:21:59.999,1547287.644838,5972,3.85036,370107.6880537,0
2024-12-01 02:22:00,96158.11,96200.0,96144.0,96151.99,7.4607,2024-12-01 02:22:59.999,717473.5225955,6980,4.04963,389424.6110612,0
2024-12-01 02:23:00,96151.99,96156.45,96090.01,96120.0,7.09348,2024-12-01 02:23:59.999,681774.573686,4889,3.87226,372156.9858878,0
2024-12-01 02:24:00,96120.0,96131.99,96080.07,96103.01,15.85668,2024-12-01 02:24:59.999,1523907.8557286,5346,8.80831,846465.2885395,0
2024-12-01 02:25:00,96103.0,96198.81,96103.0,96187.6,6.57217,2024-12-01 02:25:59.999,632038.7332406,4564,5.46355,525413.3915851,0
2024-12-01 02:26:00,96187.6,96208.97,96160.78,96160.79,5.49713,2024-12-01 02:26:59.999,528763.524009,3337,2.71368,261034.3106285,0
2024-12-01 02:27:00,96160.79,96171.3,96113.32,96120.0,5.33653,2024-12-01 02:27:59.999,513110.5064296,4290,1.37505,132193.8748096,0
2024-12-01 02:28:00,96119.99,96141.31,96119.99,96124.45,3.26041,2024-12-01 02:28:59.999,313434.8687547,1889,1.03012,99025.1342201,0
2024-12-01 02:29:00,96124.44,96141.86,96119.75,96119.75,3.49626,2024-12-01 02:29:59.999,336090.6070378,2049,2.33488,224445.0484036,0
2024-12-01 02:30:00,96119.76,96129.38,96053.19,96053.19,15.33741,2024-12-01 02:30:59.999,1473879.2374052,5208,6.69407,643300.7395597,0
2024-12-01 02:31:00,96053.2,96053.2,96000.0,96011.67,38.49451,2024-12-01 02:31:59.999,3695906.7505146,5440,6.48675,622787.7068382,0
2024-12-01 02:32:00,96011.67,96029.54,96005.0,96029.53,8.83776,2024-12-01 02:32:59.999,848532.3437472,2028,4.14464,397932.2808054,0
2024-12-01 02:33:00,96029.53,96035.59,95963.0,95980.79,42.32107,2024-12-01 02:33:59.999,4062754.1440621,5343,4.12621,396050.370692,0
2024-12-01 02:34:00,95980.8,95983.99,95944.9,95957.76,20.27488,2024-12-01 02:34:59.999,1945552.9744918,2367,4.13804,397080.6921544,0
2024-12-01 02:35:00,95957.76,95978.24,95944.85,95959.82,11.33032,2024-12-01 02:35:59.999,1087220.9969142,2619,6.53147,626720.724922,0
2024-12-01 02:36:00,95959.82,95969.35,95907.89,95907.89,22.64746,2024-12-01 02:36:59.999,2172704.7439425,5028,3.99486,383309.9941687,0
2024-12-01 02:37:00,95907.89,95907.89,95763.39,95781.0,86.61837,2024-12-01 02:37:59.999,8299273.4370472,12526,24.04448,2303753.5116254,0
2024-12-01 02:38:00,95781.0,95860.0,95780.0,95812.0,20.542,2024-12-01 02:38:59.999,1968453.6898857,8995,9.79983,939041.7650009,0
2024-12-01 02:39:00,95812.0,95857.99,95797.06,95822.58,10.90966,2024-12-01 02:39:59.999,1045456.2249535,5294,4.3877,420482.6236302,0
2024-12-01 02:40:00,95822.57,95828.65,95752.0,95799.99,17.98403,2024-12-01 02:40:59.999,1722681.6873077,7500,7.59184,727176.02194,0
2024-12-01 02:41:00,95800.0,95828.17,95794.99,95827.94,16.83796,2024-12-01 02:41:59.999,1613279.76969,3999,6.44189,617175.8203876,0
2024-12-01 02:42:00,95827.95,95887.99,95827.95,95856.33,11.57818,2024-12-01 02:42:59.999,1110006.8650416,3475,6.60596,633279.5435365,0
2024-12-01 02:43:00,95856.32,95893.6,95836.96,95876.02,13.22584,2024-12-01 02:43:59.999,1267838.1146184,4152,8.64958,829135.5356039,0
2024-12-01 02:44:00,95876.03,95883.83,95845.38,95872.87,15.71923,2024-12-01 02:44:59.999,1507094.5024568,3405,3.8722,371193.4939391,0
2024-12-01 02:45:00,95872.88,95936.0,95863.66,95909.25,9.32728,2024-12-01 02:45:59.999,894453.7167734,3870,5.94377,570019.3371479,0
2024-12-01 02:46:00,95909.25,95972.0,95882.9,95972.0,9.37966,2024-12-01 02:46:59.999,899666.1221259,3817,4.48704,430419.0924408,0
2024-12-01 02:47:00,95972.0,95972.0,95914.68,95938.49,6.16902,2024-12-01 02:47:59.999,591891.0907296,2811,2.05536,197195.2069292,0
2024-12-01 02:48:00,95938.5,95948.0,95902.25,95948.0,4.98557,2024-12-01 02:48:59.999,478193.4581775,2945,2.23662,214520.4943952,0
2024-12-01 02:49:00,95948.0,95948.0,95880.0,95904.49,7.34443,2024-12-01 02:49:59.999,704410.0316777,4292,2.16367,207501.6939826,0
2024-12-01 02:50:00,95904.49,95931.49,95890.18,95925.51,5.33356,2024-12-01 02:50:59.999,511518.0747663,2629,1.55573,149197.2548631,0
2024-12-01 02:51:00,95925.51,95947.52,95856.06,95856.06,11.81096,2024-12-01 02:51:59.999,1132672.8883898,5911,2.47379,237205.9467413,0
2024-12-01 02:52:00,95856.06,95947.98,95856.06,95947.98,11.11439,2024-12-01 02:52:59.999,1065982.2384648,2923,4.69594,450329.8599371,0
2024-12-01 02:53:00,95947.99,95967.99,95929.91,95967.99,5.79493,2024-12-01 02:53:59.999,556021.4134254,2567,3.45095,331126.2823526,0
2024-12-01 02:54:00,95967.99,95988.0,95967.99,95972.02,3.21728,2024-12-01 02:54:59.999,308799.4670553,1573,1.59601,153185.7197141,0
2024-12-01 02:55:00,95972.01,95972.01,95877.79,95928.17,6.77793,2024-12-01 02:55:59.999,650117.2579911,6029,3.16104,303153.6877044,0
2024-12-01 02:56:00,95928.17,95928.18,95804.0,95804.0,10.51942,2024-12-01 02:56:59.999,1008313.5481185,4363,0.73459,70423.7165691,0
2024-12-01 02:57:00,95804.0,95804.0,95750.0,95750.0,14.22714,2024-12-01 02:57:59.999,1362683.565553,2550,1.08482,103875.4455493,0
2024-12-01 02:58:00,95750.0,95761.89,95693.88,95710.32,26.81776,2024-12-01 02:58:59.999,2567033.0002179,3983,4.13187,395528.7645143,0
